Filename,Filename2,Height_cm,Weight_kg,BMI,Age
D:\FBI CELEBS\Celeb-FBI Dataset\4003_6.2h_84w_male_38a.png,4003_6.2h_84w_male_38a.png,187.96,84,23.77652673,38
D:\FBI CELEBS\Celeb-FBI Dataset\4004_6.2h_83w_male_37a.png,4004_6.2h_83w_male_37a.png,187.96,83,23.49347285,37
D:\FBI CELEBS\Celeb-FBI Dataset\4006_5.8h_65w_male_46a.png,4006_5.8h_65w_male_46a.png,172.72,65,21.78853839,46
D:\FBI CELEBS\Celeb-FBI Dataset\4007_6.2h_85w_male_61a.png,4007_6.2h_85w_male_61a.png,187.96,85,24.05958062,61
D:\FBI CELEBS\Celeb-FBI Dataset\4008_5.8h_66w_male_33a.png,4008_5.8h_66w_male_33a.png,172.72,66,22.12374667,33
D:\FBI CELEBS\Celeb-FBI Dataset\4009_5.3h_45w_female_32a.png,4009_5.3h_45w_female_32a.png,160.02,45,17.57373129,32
D:\FBI CELEBS\Celeb-FBI Dataset\4012_5.6h_57w_female_46a.png,4012_5.6h_57w_female_46a.png,167.64,57,20.28240971,46
D:\FBI CELEBS\Celeb-FBI Dataset\4013_6h_76w_male_50a.png,4013_6h_76w_male_50a.png,182.88,76,22.72381088,50
D:\FBI CELEBS\Celeb-FBI Dataset\4014_5.7h_57w_male_61a.png,4014_5.7h_57w_male_61a.png,170.18,57,19.68148289,61
D:\FBI CELEBS\Celeb-FBI Dataset\4015_5.9h_56w_female_41a.png,4015_5.9h_56w_female_41a.png,175.26,56,18.23150044,41
D:\FBI CELEBS\Celeb-FBI Dataset\4016_5h_48w_female_36a.png,4016_5h_48w_female_36a.png,152.4,48,20.666708,36
D:\FBI CELEBS\Celeb-FBI Dataset\4017_5.9h_57w_female_52a.png,4017_5.9h_57w_female_52a.png,175.26,57,18.55706295,52
D:\FBI CELEBS\Celeb-FBI Dataset\4018_5.6h_57w_female_44a.png,4018_5.6h_57w_female_44a.png,167.64,57,20.28240971,44
D:\FBI CELEBS\Celeb-FBI Dataset\4019_5.6h_56w_female_38a.png,4019_5.6h_56w_female_38a.png,167.64,56,19.92657796,38
D:\FBI CELEBS\Celeb-FBI Dataset\4020_6.1h_73w_male_37a.png,4020_6.1h_73w_male_37a.png,185.42,73,21.23291918,37
D:\FBI CELEBS\Celeb-FBI Dataset\4023_5.11h_76w_male_40a.png,4023_5.11h_76w_male_40a.png,155.19,76,31.55630362,40
D:\FBI CELEBS\Celeb-FBI Dataset\4025_5.5h_50w_female_35a.png,4025_5.5h_50w_female_35a.png,165.1,50,18.34323195,35
D:\FBI CELEBS\Celeb-FBI Dataset\4026_5.8h_55w_female_42a.png,4026_5.8h_55w_female_42a.png,172.72,55,18.43645556,42
D:\FBI CELEBS\Celeb-FBI Dataset\4027_6.1h_70w_male_36a.png,4027_6.1h_70w_male_36a.png,185.42,70,20.36033346,36
D:\FBI CELEBS\Celeb-FBI Dataset\4028_5.6h_64w_male_43a.png,4028_5.6h_64w_male_43a.png,167.64,64,22.77323196,43
D:\FBI CELEBS\Celeb-FBI Dataset\4029_5.4h_52w_female_42a.png,4029_5.4h_52w_female_42a.png,162.56,52,19.67777373,42
D:\FBI CELEBS\Celeb-FBI Dataset\4030_5.6h_54w_female_39a.png,4030_5.6h_54w_female_39a.png,167.64,54,19.21491446,39
D:\FBI CELEBS\Celeb-FBI Dataset\4031_5.8h_70w_male_60a.png,4031_5.8h_70w_male_60a.png,172.72,70,23.4645798,60
D:\FBI CELEBS\Celeb-FBI Dataset\4032_6h_76w_male_37a.png,4032_6h_76w_male_37a.png,182.88,76,22.72381088,37
D:\FBI CELEBS\Celeb-FBI Dataset\4033_5.8h_55w_female_40a.png,4033_5.8h_55w_female_40a.png,172.72,55,18.43645556,40
D:\FBI CELEBS\Celeb-FBI Dataset\4034_5.9h_54w_female_43a.png,4034_5.9h_54w_female_43a.png,175.26,54,17.58037543,43
D:\FBI CELEBS\Celeb-FBI Dataset\4035_5.9h_57w_female_46a.png,4035_5.9h_57w_female_46a.png,175.26,57,18.55706295,46
D:\FBI CELEBS\Celeb-FBI Dataset\4036_5.1h_55w_female_35a.png,4036_5.1h_55w_female_35a.png,154.94,55,22.91055375,35
D:\FBI CELEBS\Celeb-FBI Dataset\4037_6h_76w_male_43a.png,4037_6h_76w_male_43a.png,182.88,76,22.72381088,43
D:\FBI CELEBS\Celeb-FBI Dataset\4038_5.4h_54w_female_45a.png,4038_5.4h_54w_female_45a.png,162.56,54,20.43461118,45
D:\FBI CELEBS\Celeb-FBI Dataset\4039_5.11h_73w_male_32a.png,4039_5.11h_73w_male_32a.png,155.19,73,30.31066006,32
D:\FBI CELEBS\Celeb-FBI Dataset\4040_5.7h_57w_female_29a.png,4040_5.7h_57w_female_29a.png,170.18,57,19.68148289,29
D:\FBI CELEBS\Celeb-FBI Dataset\4041_6.1h_82w_male_32a.png,4041_6.1h_82w_male_32a.png,185.42,82,23.85067634,32
D:\FBI CELEBS\Celeb-FBI Dataset\4042_5.7h_50w_female_44a.png,4042_5.7h_50w_female_44a.png,170.18,50,17.26445868,44
D:\FBI CELEBS\Celeb-FBI Dataset\4043_5.10h_55w_female_35a.png,4043_5.10h_55w_female_35a.png,154.94,55,22.91055375,35
D:\FBI CELEBS\Celeb-FBI Dataset\4044_5.10h_71w_male_34a.png,4044_5.10h_71w_male_34a.png,154.94,71,29.57544211,34
D:\FBI CELEBS\Celeb-FBI Dataset\4045_5.5h_54w_female_39a.png,4045_5.5h_54w_female_39a.png,165.1,54,19.81069051,39
D:\FBI CELEBS\Celeb-FBI Dataset\4046_6.1h_78w_male_37a.png,4046_6.1h_78w_male_37a.png,185.42,78,22.68722871,37
D:\FBI CELEBS\Celeb-FBI Dataset\4047_6.3h_82w_male_37a.png,4047_6.3h_82w_male_37a.png,190.5,82,22.59560075,37
D:\FBI CELEBS\Celeb-FBI Dataset\4048_5.8h_70w_male_43a.png,4048_5.8h_70w_male_43a.png,172.72,70,23.4645798,43
D:\FBI CELEBS\Celeb-FBI Dataset\4049_5.7h_58w_female_42a.png,4049_5.7h_58w_female_42a.png,170.18,58,20.02677207,42
D:\FBI CELEBS\Celeb-FBI Dataset\4050_5.7h_53w_female_47a.png,4050_5.7h_53w_female_47a.png,170.18,53,18.3003262,47
D:\FBI CELEBS\Celeb-FBI Dataset\4051_5.7h_50w_female_43a.png,4051_5.7h_50w_female_43a.png,170.18,50,17.26445868,43
D:\FBI CELEBS\Celeb-FBI Dataset\4052_6h_80w_male_41a.png,4052_6h_80w_male_41a.png,182.88,80,23.91980093,41
D:\FBI CELEBS\Celeb-FBI Dataset\4053_5.8h_57w_female_61a.png,4053_5.8h_57w_female_61a.png,172.72,57,19.10687212,61
D:\FBI CELEBS\Celeb-FBI Dataset\4054_5.9h_60w_female_43a.png,4054_5.9h_60w_female_43a.png,175.26,60,19.53375047,43
D:\FBI CELEBS\Celeb-FBI Dataset\4056_6.8h_105w_male_43a.png,4056_6.8h_105w_male_43a.png,203.2,105,25.42973836,43
D:\FBI CELEBS\Celeb-FBI Dataset\4057_5.4h_48w_female_42a.png,4057_5.4h_48w_female_42a.png,162.56,48,18.16409883,42
D:\FBI CELEBS\Celeb-FBI Dataset\4058_5.5h_55w_female_32a.png,4058_5.5h_55w_female_32a.png,165.1,55,20.17755515,32
D:\FBI CELEBS\Celeb-FBI Dataset\4060_5.3h_54w_female_33a.png,4060_5.3h_54w_female_33a.png,160.02,54,21.08847755,33
D:\FBI CELEBS\Celeb-FBI Dataset\4062_6h_80w_male_46a.png,4062_6h_80w_male_46a.png,182.88,80,23.91980093,46
D:\FBI CELEBS\Celeb-FBI Dataset\4063_6.1h_78w_male_38a.png,4063_6.1h_78w_male_38a.png,185.42,78,22.68722871,38
D:\FBI CELEBS\Celeb-FBI Dataset\4064_5.2h_54w_female_40a.png,4064_5.2h_54w_female_40a.png,157.48,54,21.7742371,40
D:\FBI CELEBS\Celeb-FBI Dataset\4065_5.9h_57w_female_29a.png,4065_5.9h_57w_female_29a.png,175.26,57,18.55706295,29
D:\FBI CELEBS\Celeb-FBI Dataset\4066_5.11h_64w_male_39a.png,4066_5.11h_64w_male_39a.png,155.19,64,26.57372937,39
D:\FBI CELEBS\Celeb-FBI Dataset\4067_5.10h_67w_male_41a.png,4067_5.10h_67w_male_41a.png,154.94,67,27.90922002,41
D:\FBI CELEBS\Celeb-FBI Dataset\4069_5.10h_90w_male_45a.png,4069_5.10h_90w_male_45a.png,154.94,90,37.48999704,45
D:\FBI CELEBS\Celeb-FBI Dataset\4070_5.6h_56w_female_44a.png,4070_5.6h_56w_female_44a.png,167.64,56,19.92657796,44
D:\FBI CELEBS\Celeb-FBI Dataset\4071_6.1h_102w_male_36a.png,4071_6.1h_102w_male_36a.png,185.42,102,29.66791447,36
D:\FBI CELEBS\Celeb-FBI Dataset\4072_5h_44w_female_37a.png,4072_5h_44w_female_37a.png,152.4,44,18.94448233,37
D:\FBI CELEBS\Celeb-FBI Dataset\4073_6.3h_98w_male_39a.png,4073_6.3h_98w_male_39a.png,190.5,98,27.00449845,39
D:\FBI CELEBS\Celeb-FBI Dataset\4074_5.5h_45w_female_38a.png,4074_5.5h_45w_female_38a.png,165.1,45,16.50890876,38
D:\FBI CELEBS\Celeb-FBI Dataset\4075_5.4h_61w_female_62a.png,4075_5.4h_61w_female_62a.png,162.56,61,23.08354226,62
D:\FBI CELEBS\Celeb-FBI Dataset\4076_5.9h_44w_female_39a.png,4076_5.9h_44w_female_39a.png,175.26,44,14.32475035,39
D:\FBI CELEBS\Celeb-FBI Dataset\4078_5.10h_75w_male_56a.png,4078_5.10h_75w_male_56a.png,154.94,75,31.2416642,56
D:\FBI CELEBS\Celeb-FBI Dataset\4079_5.3h_50w_female_39a.png,4079_5.3h_50w_female_39a.png,160.02,50,19.5263681,39
D:\FBI CELEBS\Celeb-FBI Dataset\4080_5.9h_70w_male_33a.png,4080_5.9h_70w_male_33a.png,175.26,70,22.78937555,33
D:\FBI CELEBS\Celeb-FBI Dataset\4081_6.3h_80w_male_49a.png,4081_6.3h_80w_male_49a.png,190.5,80,22.04448853,49
D:\FBI CELEBS\Celeb-FBI Dataset\4082_5.9h_70w_male_40a.png,4082_5.9h_70w_male_40a.png,175.26,70,22.78937555,40
D:\FBI CELEBS\Celeb-FBI Dataset\4083_5.10h_50w_female_38a.png,4083_5.10h_50w_female_38a.png,154.94,50,20.82777614,38
D:\FBI CELEBS\Celeb-FBI Dataset\4084_6h_69w_male_33a.png,4084_6h_69w_male_33a.png,182.88,69,20.6308283,33
D:\FBI CELEBS\Celeb-FBI Dataset\4085_5.10h_74w_male_44a.png,4085_5.10h_74w_male_44a.png,154.94,74,30.82510868,44
D:\FBI CELEBS\Celeb-FBI Dataset\4086_5.1h_49w_female_29a.png,4086_5.1h_49w_female_29a.png,154.94,49,20.41122061,29
D:\FBI CELEBS\Celeb-FBI Dataset\4087_5.2h_45w_female_31a.png,4087_5.2h_45w_female_31a.png,157.48,45,18.14519758,31
D:\FBI CELEBS\Celeb-FBI Dataset\4088_5.8h_53w_female_41a.png,4088_5.8h_53w_female_41a.png,172.72,53,17.76603899,41
D:\FBI CELEBS\Celeb-FBI Dataset\4089_5.6h_54w_female_51a.png,4089_5.6h_54w_female_51a.png,167.64,54,19.21491446,51
D:\FBI CELEBS\Celeb-FBI Dataset\4090_5.7h_54w_female_40a.png,4090_5.7h_54w_female_40a.png,170.18,54,18.64561537,40
D:\FBI CELEBS\Celeb-FBI Dataset\4091_5.9h_65w_female_47a.png,4091_5.9h_65w_female_47a.png,175.26,65,21.16156301,47
D:\FBI CELEBS\Celeb-FBI Dataset\4092_6.1h_81w_male_45a.png,4092_6.1h_81w_male_45a.png,185.42,81,23.55981443,45
D:\FBI CELEBS\Celeb-FBI Dataset\4093_5.6h_55w_female_33a.png,4093_5.6h_55w_female_33a.png,167.64,55,19.57074621,33
D:\FBI CELEBS\Celeb-FBI Dataset\4094_5.6h_45w_female_44a.png,4094_5.6h_45w_female_44a.png,167.64,45,16.01242872,44
D:\FBI CELEBS\Celeb-FBI Dataset\4096_6.3h_77w_male_37a.png,4096_6.3h_77w_male_37a.png,190.5,77,21.21782021,37
D:\FBI CELEBS\Celeb-FBI Dataset\4097_5.3h_50w_female_43a.png,4097_5.3h_50w_female_43a.png,160.02,50,19.5263681,43
D:\FBI CELEBS\Celeb-FBI Dataset\4098_6.2h_87w_male_40a.png,4098_6.2h_87w_male_40a.png,187.96,87,24.6256884,40
D:\FBI CELEBS\Celeb-FBI Dataset\4099_5.5h_56w_female_31a.png,4099_5.5h_56w_female_31a.png,165.1,56,20.54441979,31
D:\FBI CELEBS\Celeb-FBI Dataset\4100_6.9h_125w_male_44a.png,4100_6.9h_125w_male_44a.png,205.74,125,29.53061843,44
D:\FBI CELEBS\Celeb-FBI Dataset\4101_5.9h_70w_male_60a.png,4101_5.9h_70w_male_60a.png,175.26,70,22.78937555,60
D:\FBI CELEBS\Celeb-FBI Dataset\4102_5.3h_55w_female_39a.png,4102_5.3h_55w_female_39a.png,160.02,55,21.47900491,39
D:\FBI CELEBS\Celeb-FBI Dataset\4103_5.3h_43w_female_35a.png,4103_5.3h_43w_female_35a.png,160.02,43,16.79267657,35
D:\FBI CELEBS\Celeb-FBI Dataset\4104_6.1h_75w_male_41a.png,4104_6.1h_75w_male_41a.png,185.42,75,21.81464299,41
D:\FBI CELEBS\Celeb-FBI Dataset\4105_5.10h_75w_male_31a.png,4105_5.10h_75w_male_31a.png,154.94,75,31.2416642,31
D:\FBI CELEBS\Celeb-FBI Dataset\4106_5.7h_65w_male_25a.png,4106_5.7h_65w_male_25a.png,170.18,65,22.44379628,25
D:\FBI CELEBS\Celeb-FBI Dataset\4107_6.4h_85w_male_38a.png,4107_6.4h_85w_male_38a.png,193.04,85,22.80994867,38
D:\FBI CELEBS\Celeb-FBI Dataset\4109_5.8h_53w_female_50a.png,4109_5.8h_53w_female_50a.png,172.72,53,17.76603899,50
D:\FBI CELEBS\Celeb-FBI Dataset\4110_5.6h_50w_female_46a.png,4110_5.6h_50w_female_46a.png,167.64,50,17.79158747,46
D:\FBI CELEBS\Celeb-FBI Dataset\4111_5.2h_50w_female_46a.png,4111_5.2h_50w_female_46a.png,157.48,50,20.16133065,46
D:\FBI CELEBS\Celeb-FBI Dataset\4112_5.9h_62w_female_37a.png,4112_5.9h_62w_female_37a.png,175.26,62,20.18487549,37
D:\FBI CELEBS\Celeb-FBI Dataset\4113_6h_75w_male_48a.png,4113_6h_75w_male_48a.png,182.88,75,22.42481337,48
D:\FBI CELEBS\Celeb-FBI Dataset\4114_5.8h_52w_female_36a.png,4114_5.8h_52w_female_36a.png,172.72,52,17.43083071,36
D:\FBI CELEBS\Celeb-FBI Dataset\4117_5.8h_74w_male_50a.png,4117_5.8h_74w_male_50a.png,172.72,74,24.80541293,50
D:\FBI CELEBS\Celeb-FBI Dataset\4118_5.8h_47w_female_43a.png,4118_5.8h_47w_female_43a.png,172.72,47,15.7547893,43
D:\FBI CELEBS\Celeb-FBI Dataset\4119_6.1h_98w_male_36a.png,4119_6.1h_98w_male_36a.png,185.42,98,28.50446684,36
D:\FBI CELEBS\Celeb-FBI Dataset\4120_5.9h_58w_female_44a.png,4120_5.9h_58w_female_44a.png,175.26,58,18.88262546,44
D:\FBI CELEBS\Celeb-FBI Dataset\4121_5.7h_50w_female_34a.png,4121_5.7h_50w_female_34a.png,170.18,50,17.26445868,34
D:\FBI CELEBS\Celeb-FBI Dataset\4122_5.9h_70w_male_30a.png,4122_5.9h_70w_male_30a.png,175.26,70,22.78937555,30
D:\FBI CELEBS\Celeb-FBI Dataset\4123_6h_82w_male_28a.png,4123_6h_82w_male_28a.png,182.88,82,24.51779595,28
D:\FBI CELEBS\Celeb-FBI Dataset\4124_6h_79w_male_38a.png,4124_6h_79w_male_38a.png,182.88,79,23.62080341,38
D:\FBI CELEBS\Celeb-FBI Dataset\4125_6.5h_112w_male_42a.png,4125_6.5h_112w_male_42a.png,195.58,112,29.27986966,42
D:\FBI CELEBS\Celeb-FBI Dataset\4126_5.5h_56w_female_48a.png,4126_5.5h_56w_female_48a.png,165.1,56,20.54441979,48
D:\FBI CELEBS\Celeb-FBI Dataset\4127_6.2h_84w_male_44a.png,4127_6.2h_84w_male_44a.png,187.96,84,23.77652673,44
D:\FBI CELEBS\Celeb-FBI Dataset\4128_5.11h_71w_male_46a.png,4128_5.11h_71w_male_46a.png,155.19,71,29.48023102,46
D:\FBI CELEBS\Celeb-FBI Dataset\4129_5.11h_111w_male_41a.png,4129_5.11h_111w_male_41a.png,155.19,111,46.08881187,41
D:\FBI CELEBS\Celeb-FBI Dataset\4130_6h_82w_male_40a.png,4130_6h_82w_male_40a.png,182.88,82,24.51779595,40
D:\FBI CELEBS\Celeb-FBI Dataset\4132_5.11h_76w_male_45a.png,4132_5.11h_76w_male_45a.png,155.19,76,31.55630362,45
D:\FBI CELEBS\Celeb-FBI Dataset\4133_6.4h_90w_male_51a.png,4133_6.4h_90w_male_51a.png,193.04,90,24.15171035,51
D:\FBI CELEBS\Celeb-FBI Dataset\4134_6.3h_93w_male_35a.png,4134_6.3h_93w_male_35a.png,190.5,93,25.62671792,35
D:\FBI CELEBS\Celeb-FBI Dataset\4136_5.2h_50w_female_45a.png,4136_5.2h_50w_female_45a.png,157.48,50,20.16133065,45
D:\FBI CELEBS\Celeb-FBI Dataset\4137_5.7h_59w_female_51a.png,4137_5.7h_59w_female_51a.png,170.18,59,20.37206124,51
D:\FBI CELEBS\Celeb-FBI Dataset\4138_5.10h_58w_female_34a.png,4138_5.10h_58w_female_34a.png,154.94,58,24.16022032,34
D:\FBI CELEBS\Celeb-FBI Dataset\4139_7.1h_111w_male_45a.png,4139_7.1h_111w_male_45a.png,215.9,111,23.81319642,45
D:\FBI CELEBS\Celeb-FBI Dataset\4140_6.1h_80w_male_45a.png,4140_6.1h_80w_male_45a.png,185.42,80,23.26895252,45
D:\FBI CELEBS\Celeb-FBI Dataset\4141_6.3h_102w_male_36a.png,4141_6.3h_102w_male_36a.png,190.5,102,28.10672288,36
D:\FBI CELEBS\Celeb-FBI Dataset\4142_6.2h_78w_male_25a.png,4142_6.2h_78w_male_25a.png,187.96,78,22.0782034,25
D:\FBI CELEBS\Celeb-FBI Dataset\4143_5.8h_59w_female_55a.png,4143_5.8h_59w_female_55a.png,172.72,59,19.77728869,55
D:\FBI CELEBS\Celeb-FBI Dataset\4144_5.7h_59w_female_44a.png,4144_5.7h_59w_female_44a.png,170.18,59,20.37206124,44
D:\FBI CELEBS\Celeb-FBI Dataset\4145_5.7h_56w_female_42a.png,4145_5.7h_56w_female_42a.png,170.18,56,19.33619372,42
D:\FBI CELEBS\Celeb-FBI Dataset\4146_5.10h_74w_male_39a.png,4146_5.10h_74w_male_39a.png,154.94,74,30.82510868,39
D:\FBI CELEBS\Celeb-FBI Dataset\4147_5.6h_56w_female_44a.png,4147_5.6h_56w_female_44a.png,167.64,56,19.92657796,44
D:\FBI CELEBS\Celeb-FBI Dataset\4148_5.3h_48w_female_27a.png,4148_5.3h_48w_female_27a.png,160.02,48,18.74531338,27
D:\FBI CELEBS\Celeb-FBI Dataset\4149_5.9h_62w_female_38a.png,4149_5.9h_62w_female_38a.png,175.26,62,20.18487549,38
D:\FBI CELEBS\Celeb-FBI Dataset\4150_6h_61w_female_51a.png,4150_6h_61w_female_51a.png,182.88,61,18.23884821,51
D:\FBI CELEBS\Celeb-FBI Dataset\4151_5.2h_48w_female_46a.png,4151_5.2h_48w_female_46a.png,157.48,48,19.35487742,46
D:\FBI CELEBS\Celeb-FBI Dataset\4152_5.7h_52w_female_25a.png,4152_5.7h_52w_female_25a.png,170.18,52,17.95503702,25
D:\FBI CELEBS\Celeb-FBI Dataset\4153_5.5h_53w_male_34a.png,4153_5.5h_53w_male_34a.png,165.1,53,19.44382587,34
D:\FBI CELEBS\Celeb-FBI Dataset\4154_5.2h_49w_female_26a.png,4154_5.2h_49w_female_26a.png,157.48,49,19.75810403,26
D:\FBI CELEBS\Celeb-FBI Dataset\4155_6h_91w_male_43a.png,4155_6h_91w_male_43a.png,182.88,91,27.20877355,43
D:\FBI CELEBS\Celeb-FBI Dataset\4156_5.5h_48w_female_37a.png,4156_5.5h_48w_female_37a.png,165.1,48,17.60950267,37
D:\FBI CELEBS\Celeb-FBI Dataset\4157_5.8h_56w_female_23a.png,4157_5.8h_56w_female_23a.png,172.72,56,18.77166384,23
D:\FBI CELEBS\Celeb-FBI Dataset\4158_6.1h_79w_male_42a.png,4158_6.1h_79w_male_42a.png,185.42,79,22.97809062,42
D:\FBI CELEBS\Celeb-FBI Dataset\4159_5.6h_50w_female_40a.png,4159_5.6h_50w_female_40a.png,167.64,50,17.79158747,40
D:\FBI CELEBS\Celeb-FBI Dataset\4161_5.5h_52w_female_40a.png,4161_5.5h_52w_female_40a.png,165.1,52,19.07696123,40
D:\FBI CELEBS\Celeb-FBI Dataset\4162_5.7h_56w_female_45a.png,4162_5.7h_56w_female_45a.png,170.18,56,19.33619372,45
D:\FBI CELEBS\Celeb-FBI Dataset\4163_5.8h_52w_female_46a.png,4163_5.8h_52w_female_46a.png,172.72,52,17.43083071,46
D:\FBI CELEBS\Celeb-FBI Dataset\4164_5.6h_60w_female_33a.png,4164_5.6h_60w_female_33a.png,167.64,60,21.34990496,33
D:\FBI CELEBS\Celeb-FBI Dataset\4166_5.9h_57w_female_37a.png,4166_5.9h_57w_female_37a.png,175.26,57,18.55706295,37
D:\FBI CELEBS\Celeb-FBI Dataset\4167_5.6h_98w_male_42a.png,4167_5.6h_98w_male_42a.png,167.64,98,34.87151143,42
D:\FBI CELEBS\Celeb-FBI Dataset\4168_5.5h_50w_female_37a.png,4168_5.5h_50w_female_37a.png,165.1,50,18.34323195,37
D:\FBI CELEBS\Celeb-FBI Dataset\4169_6h_78w_male_46a.png,4169_6h_78w_male_46a.png,182.88,78,23.3218059,46
D:\FBI CELEBS\Celeb-FBI Dataset\4170_6.1h_86w_male_45a.png,4170_6.1h_86w_male_45a.png,185.42,86,25.01412396,45
D:\FBI CELEBS\Celeb-FBI Dataset\4171_5.8h_51w_female_39a.png,4171_5.8h_51w_female_39a.png,172.72,51,17.09562243,39
D:\FBI CELEBS\Celeb-FBI Dataset\4172_5.9h_64w_female_49a.png,4172_5.9h_64w_female_49a.png,175.26,64,20.8360005,49
D:\FBI CELEBS\Celeb-FBI Dataset\4173_5.9h_73w_male_54a.png,4173_5.9h_73w_male_54a.png,175.26,73,23.76606308,54
D:\FBI CELEBS\Celeb-FBI Dataset\4174_5.8h_56w_female_37a.png,4174_5.8h_56w_female_37a.png,172.72,56,18.77166384,37
D:\FBI CELEBS\Celeb-FBI Dataset\4175_6h_84w_male_55a.png,4175_6h_84w_male_55a.png,182.88,84,25.11579097,55
D:\FBI CELEBS\Celeb-FBI Dataset\4176_5.6h_54w_female_44a.png,4176_5.6h_54w_female_44a.png,167.64,54,19.21491446,44
D:\FBI CELEBS\Celeb-FBI Dataset\4178_5.7h_60w_female_40a.png,4178_5.7h_60w_female_40a.png,170.18,60,20.71735041,40
D:\FBI CELEBS\Celeb-FBI Dataset\4179_5.10h_53w_female_29a.png,4179_5.10h_53w_female_29a.png,154.94,53,22.0774427,29
D:\FBI CELEBS\Celeb-FBI Dataset\4180_5.11h_70w_male_41a.png,4180_5.11h_70w_male_41a.png,155.19,70,29.06501649,41
D:\FBI CELEBS\Celeb-FBI Dataset\4181_5.6h_55w_female_27a.png,4181_5.6h_55w_female_27a.png,167.64,55,19.57074621,27
D:\FBI CELEBS\Celeb-FBI Dataset\4182_5.7h_59w_female_32a.png,4182_5.7h_59w_female_32a.png,170.18,59,20.37206124,32
D:\FBI CELEBS\Celeb-FBI Dataset\4185_6.1h_79w_male_44a.png,4185_6.1h_79w_male_44a.png,185.42,79,22.97809062,44
D:\FBI CELEBS\Celeb-FBI Dataset\4186_5.2h_48w_female_38a.png,4186_5.2h_48w_female_38a.png,157.48,48,19.35487742,38
D:\FBI CELEBS\Celeb-FBI Dataset\4187_5.11h_46w_female_46a.png,4187_5.11h_46w_female_46a.png,155.19,46,19.09986798,46
D:\FBI CELEBS\Celeb-FBI Dataset\4189_5.10h_54w_female_45a.png,4189_5.10h_54w_female_45a.png,154.94,54,22.49399823,45
D:\FBI CELEBS\Celeb-FBI Dataset\4191_6.2h_80w_male_38a.png,4191_6.2h_80w_male_38a.png,187.96,80,22.64431118,38
D:\FBI CELEBS\Celeb-FBI Dataset\4192_5.5h_60w_female_46a.png,4192_5.5h_60w_female_46a.png,165.1,60,22.01187834,46
D:\FBI CELEBS\Celeb-FBI Dataset\4193_6.1h_95w_male_40a.png,4193_6.1h_95w_male_40a.png,185.42,95,27.63188112,40
D:\FBI CELEBS\Celeb-FBI Dataset\4194_6.1h_100w_male_43a.png,4194_6.1h_100w_male_43a.png,185.42,100,29.08619066,43
D:\FBI CELEBS\Celeb-FBI Dataset\4195_5.8h_54w_female_37a.png,4195_5.8h_54w_female_37a.png,172.72,54,18.10124728,37
D:\FBI CELEBS\Celeb-FBI Dataset\4196_6.2h_83w_male_42a.png,4196_6.2h_83w_male_42a.png,187.96,83,23.49347285,42
D:\FBI CELEBS\Celeb-FBI Dataset\4197_5.10h_73w_male_47a.png,4197_5.10h_73w_male_47a.png,154.94,73,30.40855316,47
D:\FBI CELEBS\Celeb-FBI Dataset\4199_5.9h_59w_female_49a.png,4199_5.9h_59w_female_49a.png,175.26,59,19.20818796,49
D:\FBI CELEBS\Celeb-FBI Dataset\4200_5.8h_70w_male_42a.png,4200_5.8h_70w_male_42a.png,172.72,70,23.4645798,42
D:\FBI CELEBS\Celeb-FBI Dataset\4201_5.4h_58w_male_43a.png,4201_5.4h_58w_male_43a.png,162.56,58,21.94828608,43
D:\FBI CELEBS\Celeb-FBI Dataset\5001_5.10h_0w_female_38a.png,5001_5.10h_0w_female_38a.png,154.94,0,,38
D:\FBI CELEBS\Celeb-FBI Dataset\5002_5.5h_52w_female_38a.png,5002_5.5h_52w_female_38a.png,165.1,52,19.07696123,38
D:\FBI CELEBS\Celeb-FBI Dataset\5003_5.8h_0w_female_45a.png,5003_5.8h_0w_female_45a.png,172.72,0,,45
D:\FBI CELEBS\Celeb-FBI Dataset\5004_6h_81w_male_49a.png,5004_6h_81w_male_49a.png,182.88,81,24.21879844,49
D:\FBI CELEBS\Celeb-FBI Dataset\5006_0h_0w_female_45a.png,5006_0h_0w_female_45a.png,0,0,,45
D:\FBI CELEBS\Celeb-FBI Dataset\5007_5.6h_65w_female_61a.png,5007_5.6h_65w_female_61a.png,167.64,65,23.12906371,61
D:\FBI CELEBS\Celeb-FBI Dataset\5009_5.5h_72w_male_45a.png,5009_5.5h_72w_male_45a.png,165.1,72,26.41425401,45
D:\FBI CELEBS\Celeb-FBI Dataset\5010_5.2h_46w_female_34a.png,5010_5.2h_46w_female_34a.png,157.48,46,18.54842419,34
D:\FBI CELEBS\Celeb-FBI Dataset\5011_5.10h_65w_female_59a.png,5011_5.10h_65w_female_59a.png,154.94,65,27.07610898,59
D:\FBI CELEBS\Celeb-FBI Dataset\5012_5.4h_49w_female_39a.png,5012_5.4h_49w_female_39a.png,162.56,49,18.54251755,39
D:\FBI CELEBS\Celeb-FBI Dataset\5013_0h_0w_male_59a.png,5013_0h_0w_male_59a.png,0,0,,59
D:\FBI CELEBS\Celeb-FBI Dataset\5015_5.5h_54w_female_41a.png,5015_5.5h_54w_female_41a.png,165.1,54,19.81069051,41
D:\FBI CELEBS\Celeb-FBI Dataset\5017_5.6h_0w_female_41a.png,5017_5.6h_0w_female_41a.png,167.64,0,,41
